text,rating
LEMOT PARAHHHHH!!!!!!!,1
sangat berguna ❤️,5
Aplikasi paling lelet yang pernah ada dan betul-betul aplikasi yang sangat buruk.,1
gajelas sering ngebug eror²,1
"aplikasi e,e semakin ke sini semakin lambat. jaringan kencang tapi leletnya minta ampun tukar poin pun suda tidak bisa cek kuota aja gak bisa bisa.. eror ni aplikasi",1
"Super, Super LELET. sudah di restart masih juga, solusi terbaik Uninstal😡",1
tidak bisa lihat sisa kuota,1
lol kaga bisa di akses,1
oke mantap Telkomsel lancar jaringan nya,5
👍,5
"aplikasi lemot dan berat,,padahal sinyal sudah bagus,,tolong lah do perbaiki lagi atas kendala tersebut",1
mantap,5
"mau ngecek kuota aja lama banget, padahal internet saya kenceng benerin noh bugnya",1
tp sayang hanya bisa menukang rewod koin hanya sekali dalam satu bulan..,5
penipuan banget masa gw nukar paket ama poin ngk bisa kepakai kan lucu. kalo aja ada kartu lain gw pake kartu lain njir ngerasa di tipu banget gw,1
"utk bisa pasang IndiHome sy harus mengeluarkan tambahan pembayaran diluar tarif resmi agar cepat terpasang, kalau tidak mereka yg bertugas memasang akan selalu bilang kalau jalurnya penuh. lalu Pembayaran bulanan IndiHome sy jugalancar, tidak pernah telat, tapi sering sekali gangguan, memanggil teknisi utk perbaikan sangat lambat, bahkan utk menelpon call center saja harus pakai pulsa. paket data yg masih banyak hangus dengan sendirinya setelah sebulan. bener2 korupsi terselubung",1
"lelet semua,, buka ini muterrr buka ini muterr,,,, haduhhh,,, ini bukanya BUMN ya,,,,? duitnya GK terbatas,, bikin aplikasi yg bagus, atau perbaiki sistem masak pada GK mampu,,, ??? 👹",3
aplikasi busuk.. lemot.. paket mahal.. mau beli paket di persulit.. signal jelek,1
Aplikasi paling lemot dan tidak berguna selama saya hidup 30 tahun,1
semakin ke sini apk semakin berjalan lambat padahal sinyal bagus. tolong di perbaiki,1
masa sih hp ini kuat buat buka aplikasi / game berat tapi pas buka aplikasi ini lemot banget ?,1
lama2 parah nih... loadingnya lama,1
sering error,1
ini kenapa oyy sinyal Telkom ko jelek banget pake maen game tolol bikin gua emosi aja dah cape gua,1
"Kenapa gak bisa login ,habis pembaruan ya😭😭",1
mudah,5
telkomsel sengaja mempersulit aplikasinya supaya kita beli data diluar aplikasi dengan harga yg lebih mahal,1
sinyal telkomsel selalu jelek buat main game,1
"Sudah sangat lama menggunakan Simpati bukan semakin baik malah semakin buruk,.pembelian paket internet di aplikasi mytelkomsel menggunakan pulsa tidak bisa terus.,bikin emosi saja,mending buang kartunya.",1
kebanyakan bug tolol bet yg bikin. apk,1
baik banget sangat membantu,5
mantap,5
makin parah. buat cek data ga ada pembaruan... bahkan ngelike trus,1
karu telkomsel terlalu banyak sms gak jelas dari pinjol sampe yg lain,1
"ribet amat mau daftar, gagal mulu",1
"kenapa reward kuotanya gabisa di ambil, 🙄 aku dah pencet ""tukar"" tapi tetep gabisa di pencet, padahal kuota masih ada 😐🙄🙄🙄",2
"Saya tidak bisa login wifi indihome. nomor wifi indihome saya tiba-tiba diubah ke nomor tsel. Nomor tsel sudah saya matikan. Tetap nyangkut disana. Trys bagaimana saya verifikasinya, untuk login. Sedangkan setelah merger aplikasi My Indihome sudah tidak ada.",1
bagus,5
kerenn,5
jaringan sering bermasalah. bikin emosi aja 😡,1
"aku bukan masalah sama aplikasinya sama sinyalnya udh dari lama aku pakek Telkomsel udh 10 tahun ku akui jempol entah knp sekarang aduhhhh wa an aja ngeleg siapa yang engga kesel udh harga tiap apa naik sinyalnya kek bujang jadi tolong lh masak kek gini jangan buat kecewa lh udh 10 tahun pakek kau tiba "" cem gini #kecewa",1
"apacoba setiap mau beli paket pasti bakal di suruh muat ulang + menu metode pembayaran lain ga muncul, padahal jaringan lumayan bagus. tolong dong di betulin, aga ganggu saat saya mau beli paket",1
"idealnya beli paket terus bisa dpt paket lebih murah, lha ini malah tiap bulan dpt paket harganya lebih mahal terus,pdhal nonstop tiap bln beli terus,gk care sama pelanggan sama sekali",1
masih gak paham tentang aplikasi Telkomsel ini tujuannya apa? untungnya apa?,5
beli kuotanya terlalu mahal dan tidak ada yang murah,2
"Aplikasi apa siput sih,LEMOOOT dan BERAT banget,sering banget koneksi gagal",1
sangat membantu,5
"sinyal bagus tp loading mulu room nya, perbaiki woi jangan bikin kesel saat mau cek kuota di my telkom!!!!",1
T O P,5
"udah paket mahal. sinyal ilang"" an terus. cukup lah. mending pindah ke kartu lain. nyusahin. bisa"" rusak usaha saya karna komunikasi yang buruk",1
mohon diperbaiki jaringan suka erer,5
parah bener ni..,1
"susah banget kalau mau ngecek kuota di aplikasi, ngelag terus",1
dari jaringannya sampe aplikasi nya serba lemot,1
"gatau lagi dah, ni apk lemot banget padahal jaringan nya kuat-kuat aja. fitur nya banyak tapi gak bisa berjalan maksimal di apknya.",1
nomor saya tidak bisa masuk ke my Telkomsel kenapa ya?,1
aplikasinya loading terus 👎👎👎,1
"memang Telkomsel yang paling terbaik se Indonesia , pelayanan baik ,murah hati murah juga paketan ya , semoga perusahan Telkomsel di lancar kan terus aminnn ..",5
aplikasi gakeurus,1
aplikasi sangat lambat dan berbelit belit,1
tolong di tingkatkan lagi sinyal nya jangan sampai putusnya mksh,5
"aplikasinya lemot bgt, paketnya mahal tapi di daerah gw jaringanya susah terjangkau..sedangkan provider lain jaringannya bisa se lancar itu.. kalau memang belum ada perubahan gw bakal pindah ke provider lain",1
"aplikasi sering eror kuota naik terus, buat apa duitnya kalo ga buat berbenah leng",1
ok baik,5
lama lemot adahal bisa buat main gametapi buka my Telkomsel gak bisa aneh Singal kuat pake wifi tapi ini gak bisa di buka lama padahal main game berat bisa!,1
"lama kelamaan muak saya dengan aplikasi ini,, mau beli paket aja ribet, semua paket sudah di atur ulang,, paket nya semakin sedikit harga nya menguras mahal,, semoga ini aplikasi terhapus dri PlayStore,, nyesal saya sudah menggunakan Telkomsel",1
"App sangat jelek, lelet, menjengkelkan",1
Telkomsel akhir2 ini sangat licik. ketika ada saldo pulsa tidak bisa buat transaksi. ketika gak ada saldo pulsa menawarkan bayar pakai pulsa.,1
"Dapat undian berhadiah katanya prosesnya 14-30 hari kerja tapi sudah 3 bulan tidak ada kabar, datang ke grapari terdekat berkali-kali suruh nunggu terus soalnya itu dari kantor pusat yang kirim. Tidak jelas.",1
ini saya download kok gak bisa masuk ke aplikasi My telkomsel ya? keluar terus. knpa ya,1
tidak bisa ngisi pulsa,5
kuota mahal,1
"lumayan sih udah bertahun tahun aku pake cuman kendala pembelian paket mahal, jaringan eror entah kenapa akhir akhir ini Telkomsel begini dulu slalu yg paling nomor 1 skrng banyak perubahan semoga ada tindakan selanjutnya supaya konsumen yg memakai jauh lebih puas lagi",5
"aplikasi lemot,menyusahkan pengguna",1
bagus,5
"buruk sekali, super lambaaaaat",1
"PROVIDER ELIT,APLIKASI SULIT👎,loading melulu✊",1
jaringan Telkomsel kenapa akhir-akhir ini sering ngelag apakah bener Telkom kena hack? trus gimana data' pelanggan??,1
"masih lebih bagus aplikasi yang dibuat anak SMP, daripada ini, padahal ini perusahaan BUMN tapi manajemen aplikasi dan koneksinya sangat buruk. mungkin beberapa hari kedepan juga akan bangkrut",1
saya pelanggan setia telkomsel tapi ko makin lama makin aneh paket data telkomsel apa telkomsel tidak bisa baca algoritma kalau hp cs belum suport 5g kenapa paket data banyak penawaran 5g...,1
baik,5
"Jaringannya tidak ramah, bintang 1 🗿",1
ini paketan internet kenapa tiba-tiba mahal ya?? Masa perubahan harganya tiba-tiba banget berubah dan udah gitu mahalnya luar biasa mahal,2
"aplikasi MyTelkomsel Eror, sinyal sering ngilang apa lagi klo listrik mati...",1
"𝑠𝑎𝑛𝑔𝑎𝑡 𝑏𝑎𝑔𝑢𝑠, 𝑏𝑖𝑠𝑎 𝑖𝑠𝑖 𝑑𝑎𝑑𝑎𝑘𝑎𝑛 𝑡𝑎𝑚𝑝𝑎 𝑘𝑒 𝑤𝑎𝑟𝑢𝑛𝑔",5
terlalu mahal....,2
Bagus,5
"Aplikasi Sampah, Lemot dan sering Gagal Transaksi",1
lemot banget,1
"Provider kikir, kuota makin dipangkas, durasi kuota jg dipangkas, harga dimahalin, minimal harga sama kuota aja yg dipangkas tipis",1
"sangat mengecewakan,, lain descrip lain yg di dapat, aaaeng",1
Cuman mau isi pulsa saja butuh waktu 1 jam? Terlalu lama memuatnya!,1
"dri dlu ikut Redeem points tapi nggak pernah menang, untuk aplikasi n harganya oke lah, gold penuh hadiah terimakasih Telkomsel",5
"benerin lah aplikasinya. Jaringan Telkomsel loh lancar dan Nyaman, namanya besar, masa aplikasinya cacat",1
"asa lemot banget,ga ngerti mau cek kuota aja gagal terus. mohon di perbaiki",1
relot terus,1
benar benar gila sekarang harga paketnya,1
aplikasi lambat kalo mau cek kuota,1
"sangat buruk karena tidak bisa update internet dan data kuota,sangat loding",1
sayaohon dengan sangat tambahkan metode pembayaran dengan QRIS...karena kadang mo bayar metode yg dipakai GK tersedia,5
baik,5
"Buat teman""jangan coba""kalian tambahin nomor orang ke apk my telkomsel kalian bakal nyesal karna apabila kalian tambahin nomor ke telkomsel nomor kalian akan terhubung ke hp orang lain dan saldo pulsa kalian bakal hangus dan trus paket mereka akan megotak atik nomor kalian bakal jadi jangn coba""karna saya sendiri sdh mengalami nya😌",5
banyak nya eror seperti menu yang gak mucul dan terkadang terjadi kesalahan pada akun nya yang di mana sudah login dan taut kan nomor hp tidak bisa akhirnya buat akun baru dan nomor baru dan juga pada saat transaksi kadang juga error seperti batal krena koneksi jaringan internet tapi pulsa nya tetap abis dan pulsa saya abis secara cuma² saya juga alami hal yang tidak saya suka seperti pulsa abis tanpa alasan bahkan saya tidak ada langganan sama sekali saya cek udah tersisa 1 rp sebulum nya 21rp,1
skrg mahal2 bgt anjir,1
aplikasi lelet sekedar loading bisa sampe 4 tahun baru beres,1
berat banget nih aplikasi,1
"my Telkomsel main curang kalian ya? kenapa saya isi pulsa baru 1 menit di biarkan udh hilang 10 rb? padahal paket saya masih banyak,tidak ada paket darurat.... apa maksud ini? setiap kali isi pulsa selalu begitu, apa ini? kalau dikumpulkan udah rugi banyak saya disitu... ini sma aja kalian merampok uang kami, tolong jangan asal ambil uang kami, jangan korupsi uang kami bisa nggak",1
mantul,5
sangat baik,5
"Aplikasi super lelet, mau beli paket aja buka nya setengah mati.",1
"gak jelas, informasi selalu salah, buka app aja susah",1
good,5
"paketnya nipu banget, tulisannya unlimited, nyatanya cuma 15gb",1
"LEMOT BANGET, susah di akses",1
buruk. paket internet tiap hari berubah ubah. jaringan putus putus. BUMN busuk,1
"Sbnrny aplikasi ini ud jadi andalan saya sejak lama untuk pengisian pulsa & kuota,tp semakin kesini mlh bikin konsumen tidak nyaman,mau cek kuota saja loadingny tdk masuk akal & akhirnya gagal..sudah lumayan lama jg mslsh spt ini ,wlpn konsumen banyak yg komplain,kok tdk ada perbaikan sama sekali!!!",1
"APK My Telkomsel lelet bnget, cek sisa paket data ga update,beberapa kali isi plsa trpotong otomatis pakai pls utama, pdhl ada paket data 15GB dari promo. puluhan tahun pake Telkomsel, kyaknya butuh pindah provider lain.",1
"kenapa mytelkomsel bisa mengaktifkan mode jangan ganggu otomatis, saya jadi tidak tahu tentang panggilan penting",3
"aplikasi tidak bisa menampilkan informasi total kuota yang sedang ada saat di diagram, harus tekan detail dulu satu per satu baru bisa dilihat total kuota detailnya, padahal dulu di diagram bisa muncul langsung informasi kuotanya di sebelah kanan lingkaran diagram, tolong diperbaiki, kalau sudah bintangnya akan ditambah",2
ini kenapa ya? kok saya tidak bisa login menggunakan nomer Telkomsel min?,1
baik,5
aplikasi tertolol yg pernah ada,1
sangat Lemot sekali,1
"sekarang telkomsel kebelet haji mahal² semuaa, sorry aing gada money",1
"apk sendiri aja lemot, mau liat paket data aja sering gagal, nggak update update wkwkwk",1
"lemod, mau cek kuota saja buffering lama harus uninstal",1
sangat puas,5
hello telkomsel tolong perbaiki jangan hanya harga di naiki. sekedar aplikasi aja menyusahkan. aplikasi ini di 3 handphone yang berbeda ( android) tp permasalahan sama. memerlukan speed sebesar apa si sampai refresh aja lama. kadang mau ngeliat update kuota / pulsa butuh refresh yang susah sekali. mesti sekali di hapus dlu cache nya di settingan aplikasi. beda sama provider sebelah sekali buka langsung updte kuota / pulsa. ga se rumit itu provider sebelah. karena usia pakai maka nya bertahan,1
👍👍👍,5
baguss bngt,5
"mau nanya dah itu 13gb 30 hari harga 100k, itu ngk mikir dlu baru apa baru update dlu😒",1
"tukar poin lebih lancar dari sebelumnya, semoga bisa lebih baik lagi kedepannya",4
"pengguna telkomsel di RUGI kan 63 TRILIUN loh Ada itikad baik gak nih dari TELKOMSEL, untuk para pengguna yang di rugikan dengan 'KASUS KORUPSI YANG TENGAH BEREDAR', YA paling tidak ngasih KUOTA BESAR dengan HARGA MURAH saya isi kuota 80.000 an bisa bertahan 1 bulan ya beberapa bulan terakhir gk nyampe 1 minggu, gak di pake tetiba kuota nya hangus, mau ganti operator HEBAT nya cuma TELKOMSEL yang jaringan nya KUAT di KOTA KU",2
"lemot gabisa aplikasinya, mau beli paket susah mau cek kuota susah",1
Sulit utk membuka aplikasi ini selalu error jadi hrs dihapus dan download kembali secara terus terusan. signalnya pun sering down,2
oke,5
SINYAL DAN KONEKSI JELEK LAMBAT,1
"KALAU MAIN GAME AK STABIL KALAH SAMA 3 YANG LEBIH MURAH, APALAGI KALAU MATI LAMPU BEH GAK BERGERAK TUH INTERNET",1
aplikasi kikir kartu kikir,1
"kok aplikasinya terasa berat banget ya, udah pake wifi pun tetep lag, jadi gagal membantu disaat kita perlu transaksi cepat",2
"aplikasinya lemot bangett,,padahal wifi lancar,sinyal juga lancar 4G penuh,,tapi kalo buka apk mytelkomsrl lemottt bangett",3
sangat membantu,3
memang terbaik dah👍,5
"1 kata, dak sesuai. harga mahal, sinyal jelek. hanya ada 1 alasan saya tetap pakai. karena ini kartu lama yang banyak rekan, tahu. entah sampai kapan saya bertahan",1
sangat bagus apa lagi kalo kouta kita habis masih ada hadiah bisa di klaim 0Rp sangat bagus gk kecewa sih,5
ok,5
the best Telkomsel Indonesia,5
melakukan transaksi melalui dana kok g bisa udah dicoba berapa kali kenapa masih error,1
lanjutkan,5
"sekarang payah,tiap cek kuota susah banget selalu loading terus..sisa kuota jadinya masih sama terus.. gak tau sisanya berapa.. padahal jaringan ngebut buat download.. bisa nyampe 3mbps..masa buka my Telkomsel buat cek sisa kuota aja loading.. ber menit2 gax bisa2 juga..",2
"lemot , susah ngecek paket buat beli paket susah",1
mantap,5
"sangat"" lalot padahal jaringan bagus",1
baik,5
aplikasinya bagus banget,5
"untuk pembelian kuota atau pulsa aman aja tapi untuk pelayanan Cs, lu niat ga si ngejawab doang butuh 20 menit kek orang paling sibuk sedunia",2
apk paling lelet yg pernah saya instal,1
bukanya lemot sering ngabisa di buka dan loading terus...Uda di hapus cache+data Masi samaja pdhl urgent mau beli kuota tapi ngabisa bukanya....jaringan bagus pake wifi juga bagus tapi buka aplikasinya nyabisa.... tolong lah di perbaiki dah dari dulu ngaada perkembangannya sampe mau ganti kartu yang lain 🔥,1
"gila, harga kuota nya sangat mahal sekali, awalnya ada promo, tiba sekali beli kuota di my telkomsel promo langsung hilang, dan aplikasi susah untuk dibuka, padahal jaringan sama sudah bagus",1
"Ga bisa dibuka, Aplikasi isinya loading doang",1
Sudah 2 minggu lebih sinyalnya nya ngelag parah. pernah nyoba buat laporan di aplikasi ini tapi sarannya tidak ada yang berguna. mohon pengertiannya saya beli kouta pakai uang bukan daun.,1
paket internet gak usah plus ini itu segala dong.. plus wetv lah plus itulah jadinya harganya mahal..... sediakan juga dong paket internet yg hanya kuota internet doang kaya dulu,1
mantap mahal semua,5
good,5
aplikasi yang sangat buruk,1
"pagi ini error dari jam 07.00 Wita sampe jam 09.00 Wita Gebleg, org ga bisa absen!!!!",1
"tidak membantu sama sekali, tidak seperti aplikasi indihome yg sebelumnya..",1
wortit banget deh,5
"apasih masuk ga bisa terus, kerjaannya memperumit aja",1
abis ngisi pulsa tiba tiba ke tarik krna nyalain data padahal paket internet pun masih ada😌,1
𝒎𝒂𝒔𝒖𝒖𝒌,5
makin hari makin mahal harga nya apa iya 100ribu cuma dapat 28GB.,2
ok,3
terbaik,5
"sering eror ,lemot loading kadang malah gagal nampilin page,",2
Good,5
Sangat bagus sekali,5
"ayo dong berbenah, masih lemot aja ini aplikasi udah 10th lebih gak ada perubahan sama sekali",1
tolong benerin jaringan Telkomsel di daerah Cikarang Timur ngeleg parah,1
telkomsel makin maju👍,5
ini kenapa aplikasi gatelkomsel di buka loanjing dong sih,2
terlalu banyak penawaran. mau beli paket telpon/paket internet loadingnya lama.,1
sulit buat cek kuota aplikasi cacat,1
angelmen lek arep tuku paketan asuu,1
sinyal gampang ilang😂,1
sangat memuaskan,5
"kenapa aplikasi ini bermasalah terus ya, mau login pun tidak bisa, mau beli paket juga sangat lelet, adalah solusi beli paket tanpa pake aplikasi ini?",1
apk makin g jelas aja.. Tranfer pulsa sllu sedang di proses... Tp tdk terkirim.. Capek deh,1
"gak update, ribet sering download berulang",1
bagus,5
tulisan kuota tidak ada tolong di perbaiki,4
"menu aplikasi sering tdk muncul, pdhal jaringan bagus,,",3
telkomsel makin kesini makin konyol. koneksi internet super lelet!!. provider lain makin maju telkomsel makin mundur,1
ksi banyak dong promo kuota nya,4
"setiap isi pulsa sering bngt kepotong wlw pun cm itungan ratusan rupiah, sangat kecewa!",1
pengamanan pulsa sangat jelek saya sering kehilangan pulsa padahal data tidak aktif,1
aplikasi nya bagus tapi waktu beli paket 2GB/7000 untuk 7 hari ( TDK masuk pada hal SD sukses dengan laporan di 3636 ) saya komplain ke Telkomsel bertanya tetap TDK ada hasilnya.,5
beberapa kali tidak bisa login. sudah bersihkan change masih tetap nggak bisa. Padahal sinyalnya bagus. Tolong diperbaiki sistemnya,1
terbaik,5
telkomsel korupsi. bagi saya kuota gratis,2
tidak pernah saya dapat promo besar besaran,5
"Simpel dalam pemakaian, semoga kedepannya untuk 'bonus kuota' masa aktifnya bisa lebih panjang",5
"dah bagus si tapi kadang ada bug di bagian reward kuota saat di claim sudah berhasil dan di suruh tunggu,tapi ga masuk sama sekali dan tidak ada pesan",3
mantap sekali,5
bagus,5
bagus,5
sekarang knp susah banget login... padahal gak pernah logout ini tiba2 logout sendiri. giliran mau masuk pake nmr telkomsel udah 3hari ini gak bisa login. tolong diperbaiki....,1
"makin lama makin kikir, klo jaringan bagus oke lah tapi sering gajelas jaringannya",1
sumpah ya selalu error tiap login bahkan tiap mau beli paket padahal sinyal bagus dan tolong dong kinerja aplikasinya nih ditingkatin lagi dan diperbarui biar ga bikin orang tuh jadi badmood!,1
Aplikasinya lemot,1
Aplikasi setiap di buka lelet (lemot) tolong di perbaiki,1
harga Kouta tidak jelas kadang murah kadang mahal,1
"knapa skarang aplikasi nya gak bisa di akses secara normal padahal jaringan ada tapi suka gagal Mulu , bukan nya membantu dengan adanya aplikasi ini malah makin nyusahin",1
"setiap buka aplikasi loading teruss🥴🥴 susah bgtt kalo mau beli kuota atau sekedar cek ajaa, padahal udah pake app ter update 🫠",1
"Ga dibuka Sehari Aj disuruh Login Mulu, ngeribetin banget aplikasi nya",1
pelit,1
pantes bobrok aplikasi nya korupsi berjamaah ternyata 63 triliun rakyat dirugikan,1
ok,5
Kuota bnyk tpi lemot,1
good,5
"udah mahal, pelit banget lagii.. paketan kalo ga dipake malah hangus. coba dong kaya provider lain yang di akumulasi paketannya (terutama buat yang pasca bayar). kan juga dah untung tiap bulan tetep rutin bayar. trus aplikasinya juga banyak makan memori. tolong dong jangan banyak korupsi doang. kasih lah benefit yang beneran setara sama harga..",1
telkomsel eror masa iya extra gembira belum claim tidak bisa claim,1
mudah digunakan,5
aplikasi burik walaupun jaringan bagus hp bagus tetap aja buka aplikasi nya lama suka leg,1
lemot,2
bismillah..mudahan dapat hidayah ini Telkomsel..waktu buka beranda ada pilihan 100rb dapat 100gb begitu isi pulsa mau dibeli malah loading gak jelas keluar aplikasi trus masuk lagi ehh dah hilang itu barang 100gb harga 100rb.sumpah kecewa banget rasanya mudahan,1
"gw udah beli kuota. tapi, pas mau klaim extra gembira gk bisa karena belum ada riwayat pembelian. padahal, gw udah beli kuota aneh banget ini aplikasi",1
gk ada bonus,1
"Halo,kak Saya Mau mengatakan aplikasinya bagus sekali Semua Memiliki Fitur.Namun,Sayangnya Jarang Ada penukaran poin Ke Pulsa atau Kouta Kak Jadi, tolong ya kak Semoga fiturnya Ada Terima kasih.",5
"menyulitkan, sering gagal transaksi, dikit dikit loading dikit dikit loading. padahal main game berat lancar jaya. giliran mau isi kuota kayak nggak ada jaringan.",1
"Harusnya provider Telkomsel terus memperbaiki kualitas dan layanan, bukan hanya fokus pada fitur diaplikasi yang lebih banyak tidak dibutuhkan. Bahkan dari saking banyaknya fitur dalam aplikasi sampai menghabiskan penyimpanan 500 MB lebih. Ini aplikasi apa game?",1
sangat membantu,5
APLIKASI LEMOTTTTTTTTTTTTTTTT,1
Telkomsel saya sudah hampir 20 tahun pakai Telkomsel tapi paket nya emang tak guna jadi pelangan setia Telkomsel paket mahal ngak ada bagus nya saya kalo mau beli paket internet pakai im3 disini saya cuma sekadar untuk no wa tolong Telkomsel pelanggan setia macam saya ini kasi paket yg murah,1
murah,5
sekarang dibuka susah padahal jaringan bagus,5
"jelek sekali,, sulit di buka minta update terus ngabisin kuota gak jelas",1
"jelek, butut, dan segala hal bersangkutan kata 'lelet' ada di aplikasi ini. cek kuota reload berhari hari, beli paketan bnyk harus pake dial, kadang home screen aja ga ke load loh. ngawur. kasih umpan balik cb sini, kasih gua solusi.. sinyal? aman aja 4 batang, ga ada alesan 'kOnEkSi siNyal AnDa lEmAh'. udh gitu sering bgt internet ilang dadakan pdahal sinyal bagus. ngelantur",1
mantap,5
gajelas saya mau masuk aplikasi nya tapi keluar sendiri mulu,1
sering eror ngk jelas,1
lebih memudahkan utk pembelian pulsa dan kuota internet. lalu mohon ditingkatkan utk informasi apabila ada program hadiah.,5
fast power,5
"""promo hanya untukmu paket nonton... "" tahun 2025 siapa juga yang beli paket yang cuman bisa dipakai aplikasi tertentu.",1
baik,5
saya inginkan poin di tukarkan,5
"telkomsel kenapa nomor yang sudah masa tenggang atau tidak aktif tidak bisa diaktifkan kembali ya, padahal sudah datang ke grapari. katanya nanti akan di recycle dan bisa dijual lagi ke umum, itukan merugikan pengguna. pulsa sudah rutin diisi juga. minta tolong dong manajemen telkomsel dibantu solusinya. Sampai ada kasus nomor di pakai pengguna lain dan data dirinya bocor. Sangat merugikan sekali🙏",1
"aplikasi sudah baik dan mudah diakses, tetapi harga yang ditawarkan untuk penggunaan data dibawah 10gb jadi berubah, tanggal aktif nya malah dikurangi hanya 14 hari. saya juga update ulasan 2,5",3
👌🏼,5
semakin jelek semakin lambat loading semakin menjengkelkan,1
SANGAT LAMBAT!!! tolong bug bugbya di perbaiki lagi!! saya mau tansaksi hatus mematikan daya ponsel saya dan sangat memakan waktu !!! TOLONG DI PERBAIKI LAGI !!!!,1
jaringannya mau kadang lelet.mohon di pebaiki,5
"saya heran dengan Telkomsel..perusahan besar..BUMN lagi..tapi tidak mampu memberikan jangkawan jaringan dengan baik dan stabil.. di Indonesia timur..terutama kami yang di Maluku Utara, kabupaten Halmahera timur secara meluas dan merata.. seandainya ada perdana lain...saya tidak akan belanja Telkomsel...benar2 sangat menyebalkan...",1
mantul mantap betul betul betul bahwa dia dulu sebelum dan sesudah pemakaian,5
bagus semua,5
baik,5
"aplikasinnya lemot, tidak bisa update, padahal jaringan lancar, makin lama makin gak jelas, cek sata harus lewat sms dulu, malah bukan ke aplikasinya",1
"Tolong Di Perbaiki Lagi App nya ,Mau Cek Sisa Kuota aja Lama amat(Gabisa dibuka) ,Mau Login Harian biar dapet Stamp Reward jg kaga bisa,Tolong fitur² yg ga Berguna hilangkan saja,Per Tgl 16 Juni 2025 ,Baru liat di App nya ada ""Tiket Kapal Laut""...ngapain si yg punya Ide ,masukin Tiket Kapal Laut pinter amat,Cek kuota aja kaga masuk² ...Kaya game² ga jelas jg mending hapus aja...kita kaga maen game di App My Telkomsel...Tujuan Kita Beli Paket Data udah gt aja...Jgn Banyak Ide tp ngeberatin App..",1
mantap,5
Kecewa sekali dengan Telkomsel ini. saya beli paket data 33GB dengan harga 50.000 tapi malah di aktifkan yg paket 5Gb dengan harga yang sama. udah di komplen tapi tidak ada penyelesaian..🤬🤬🤬🤬,1
jgn kebayang korub,1
"The promo on the internet is the SUPER SERU at My Telkomsel, why is its function unclear, until I have to buy a voucher at the pulsa counter shop",1
gimana sih anj app lemot banget asuuu mau cek kuota doang lemotttt tiba tiva kuota gabisa padahal masih utuh tapi ga update,1
aplikasi lambat gagal terus mau isi kuota,1
reward poin tukar pulsa/saldo dong. undian transparan.,4
"karena pembelian paket di my telkomsel itu murah sekali lho ,,,terus cari membeli nya pun gx da ribet ,,,dan jika dana kita lagi kosong bisa jugak menggunakan fitur bayar nanti .",5
lelet,5
udah mulai bangkrut apa gmn? paket super seru di hilangkan?,1
tolong di perbaiki lama banget mau beli paket juga,1
"Mengenal Algoritma Telkomsel, di iming-iming Harga Kuota Murah, Setelah Beli Pulsa, Harga Kuota Jadi Mahal, Keren Tingkatkan Telkomsel",1
sangat bagus,5
buruk,1
allhamdulilah sangat membantu tapi sinyal nya sekarang kenapa ya suka hilang hialang,5
"apk ampas,sinyal full 4G tapi lag banget pengen liat kuota doang juga",1
Pengalaman saya di My Telkomsel adalah saya tidak bisa beli paket internet di my Telkomsel. Serta kadang my Telkomsel sering berhenti,1
plat merah tapi parah,1
"aplikasi jelek, gua sbgai pelanggan telkomsel dri dulu kecewe dg aplikasi ini, setiap di buka mau cek sisa kouta selalu loading , lambat, lelet",1
jaringa eror mulu,1
sangat bagus,5
"makin asik, makasih ya, salam rindu untuk yg terkasih",5
oke,4
Akan ku kasih bintang 5 kalau harga paket internet mu turun / ada promo murah,1
"aplikasinya di bukanya lemot, tolong kasi h layanan prima . kita beli pulsa pakai uang. paket mahal. mau buka aplikasi my telkomsel aja lemot , males gw hapus lagi.",1
"niat ngajien kartu teu anjing, Sinyal Aya ku jiga anjing",1
Aplikasi tidak berguna lemotnya minta ampun,1
lelet,3
"sangat buruk, lambat.",1
pake iphone aja masih lemot bgt pake apk ini...2025 provider internet indonesia bikin apk aja gk becus,1
update kuota aja sulit.heran padahal Telkomsel,1
jaringan gak pernah bagus,1
"udah mending beralih dari tekomsel sialain ini, gak guna ! aplikasi nya gak bagus sama sekali . bikin kesal saja di saat penting!",1
sinyal patah patah,3
my Telkomsel sangat membantu,5
"Spertinya gara2 penambahan Jaringan 5G sehingga jaringan 4G jadi Jelek dan Tidak stabil, sangat mengesalkan. pindah ke Kartu lain dlu",1
aplikasi lemod banget. lama kebuka fitur-fiturnya,2
"apk eror,gk bisa masuk akunnya",1
singyal selalu buruk tolong di perbaiki terima kasih,2
V-NSP gk bisa di matiin,1
"jadi makin malas untuk berlangganan sama Telkomsel, soalnya paketnya yang sering aku beli sekarang pada naik semua harganya.",1
baik,5
"apanya yg bay bay ribet, malah gak ada sat set nya sama sekali. lemot!, padahal aplikasi cuma buat beli kuota gak ada fitur kaya video modelan toko online tapi lemot bgt servernya, belum lagi sekarang kualitas internetnya juga udah menurun drastis gak kaya dulu kualitas di utamain skrng cuma menang nama aja fasilitas & kualitasnya anjlok parah. tolong di perbaiki segera sebelum konsumen lari semua dan tinggal menunggu tikar kegulung. terimakasih",1
"aplikasi diringankan lagii, berat banget buat dibukanya",5
"aplikasi terlalu lambat,loading nya lama,bikin bosan menunggu.",1
aplikasi kayak ??? lemmmoooottttt😴😴,1
luar biasa,5
sangat membantu,5
